Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary
2bpartner Sociedade de Capital de Risco S.A.,"2bpartner SCR, S.A. is an independent Venture Capital firm, established in 2007 and it is supervised by CMVM (Portuguese SEC).",https://www.crunchbase.com/organization/2bpartner,0
Klein Investment Group,"Klein Investment Group provides financial advice in the areas of wealth management, estate planning, and retirement planning.",https://www.crunchbase.com/organization/klein-investment-group,0
xénos,xénos provides a personalized service for businesses seeking investment.,https://www.crunchbase.com/organization/xénos,0
Lviv Tech Angels,"Lviv Tech Angels – investment club, the first in Lviv foundation for support and development of startups.",https://www.crunchbase.com/organization/lviv-tech-angels,0
KoppiCatch,"KoppiCatch invest in seed and early stage companies in the areas of media, commerce and analytics.",https://www.crunchbase.com/organization/koppicatch,0
Start Digital Media Capital,Venture capital fund management.,https://www.crunchbase.com/organization/start-digital-media-capital,0
Alligate,"Alligate is an early stage venture capital firm based in Oslo, Norway.",https://www.crunchbase.com/organization/alligate,0
Speed Ventures,Speed Ventures is a venture capital firm focused on investing in early-stage technology companies.,https://www.crunchbase.com/organization/speed-ventures-5cfd,0
Radix Ventures,Established in 2024 by experienced entrepreneurs and tech investors we are on the mission to empower deep tech innovators across Europe.,https://www.crunchbase.com/organization/radix-ventures,1
Shard Capital Partners,Shard Capital is an independent financial services company offering a full range of broking and corporate capital services.,https://www.crunchbase.com/organization/shard-capital-partners-2,0
1991 Ventures,"1991 Ventures invests in mission-driven founders from CEE and Ukraine, providing pre-seed and seed funding of up to $500,000",https://www.crunchbase.com/organization/1991-ventures,0
RightBridge Ventures,RightBridge Ventures operates as an investment company.,https://www.crunchbase.com/organization/rightbridge-ventures,0
Matadero QED,Deep Tech,https://www.crunchbase.com/organization/matadero-qed,0
Banco Portugues de Fomento,Banco Portugues de Fomento was born in November 2020 in the result of the merger of three Portuguese public institutions.,https://www.crunchbase.com/organization/banco-portugues-de-fomento,0
Apside,"Apside empowers the Italian innovation ecosystem bringing together expertise, experience and market insights.",https://www.crunchbase.com/organization/apside-893d,0
The First Thirty,Unlocking planetary and human health with technology,https://www.crunchbase.com/organization/the-first-thirty,1
8 Media Ventures,8 Media Ventures is a venture capital firm that invests in media-for-equity D2C companies.,https://www.crunchbase.com/organization/8-media-ventures,1
Roquin Ventures,A Corporate Venture Capital that is part of Foliatti Casino Group.,https://www.crunchbase.com/organization/roquin-ventures,0
Shift Capital,"Shift Capital is a long term, open-ended, evergreen fund offering a one way bet on crypto.",https://www.crunchbase.com/organization/shift-capital-9f50,1
Venture Catalysts,Venture Catalysts is a company focused on the creation of start-ups based on technological and scientific projects.,https://www.crunchbase.com/organization/venture-catalysts,0
Akka,Akka isan investment firm.,https://www.crunchbase.com/organization/akka-5031,0
Cedrus Capital,"Cedrus Capital is a financial firm that offers venture capital, funding, private equity investment, credit, and wealth management services.",https://www.crunchbase.com/organization/cedrus-capital,0
First Degree Capital,First Degree invest in AI and innovative B2B solutions that shape the future of work.,https://www.crunchbase.com/organization/rocketx-fund-one,0
Element Ventures,We scale disruptive technology startups by providing smart investment to brilliant founders.,https://www.crunchbase.com/organization/element-ventures,0
Insight Ventures,Insight Ventures build scalable business models that can be stand-alone or integrated into an already established company.,https://www.crunchbase.com/organization/insight-ventures,0
Synthesis Ventures,We invest with creative founders who dare to think differently,https://www.crunchbase.com/organization/synthesis-ventures-5722,0
Allegory Capital,"Allegory Capital is an investment firm that specializes in venture capital, growth acceleration, startups, and angel investment services.",https://www.crunchbase.com/organization/allegory-capital,0
Invictus Capital,Invictus Capital offers alternative investment products for the modern investor.,https://www.crunchbase.com/organization/invictus-capital-6cbd,0
Futurum Ventures,Futurum Ventures invest in visionary entrepreneurs build and scale tech companies.,https://www.crunchbase.com/organization/futurum-ventures-67e0,0
Visionary Ventures,Visionary Ventures is a venture capital firm that invests in and grows businesses centered around ownership and value generation.,https://www.crunchbase.com/organization/visionary-ventures-5b2b,0
BacktoWork,BacktoWork is the first system in Italy that offers innovative solutions to favor the investment of financial resources.,https://www.crunchbase.com/organization/backtowork24,1
Kvantia,Kvantia invest in good projects and good people.,https://www.crunchbase.com/organization/andenæsgruppen-andenaes-group,0
Entreprenör Invest,"Entreprenör Invest prefers to invest in small, entrepreneurial companies in locations outside the metropolitan areas.",https://www.crunchbase.com/organization/entreprenör-invest,0
FOMO Ventures,"FOMO Ventures is a Web3 fund, investment network, and startup studio.",https://www.crunchbase.com/organization/fomo-ventures-c373,1
Atlantic Bridge Solutions,"Venture Capital, Private Equity and Management Consulting Firm",https://www.crunchbase.com/organization/atlantic-bridge-solutions-llc,0
Blackwater Capital,Blackwater Capital is a venture capital firm that focuses on providing funding to an early stage start ups.,https://www.crunchbase.com/organization/blackwater-capital,0
RAA Ventures,RAA Ventures makes angel investments and provides venture capital to extraordinary entrepreneurs and game-changing ideas.,https://www.crunchbase.com/organization/raa-ventures,0
Trentino Invest Srl,The Trentino Region VC Company,https://www.crunchbase.com/organization/trentino-invest-srl,0
Vida Sustainable Ventures,Our driving force is the belief that the world can be transformed through disruptive ideas and ventures focused on sustainability.,https://www.crunchbase.com/organization/vida-sustainable-ventures,1
Avianta Capital,Avianta Capital is a private equity and venture capital firm specializing in early-stage investments.,https://www.crunchbase.com/organization/avianta-capital,0
Troll Ventures,We invest in companies conquering new galaxies. For entrepreneurs. By entrepreneurs.,https://www.crunchbase.com/organization/troll-ventures,0
IES Holding,IES Holdings Ltd. is a global engineered equipment company & growing investments and holdings group established in 1987.,https://www.crunchbase.com/organization/ies-holding,0
Kirin Fund,Kirin Fund is an investment fund.,https://www.crunchbase.com/organization/kirin-fund,0
Inversiones Financieras Perseo,Inversiones Financieras Perseo,https://www.crunchbase.com/organization/inversiones-financieras-perseo,0
Bust,Bust is an early-stage VC that deploys capital and creativity to enable founders to unlock the value of powerful brand building.,https://www.crunchbase.com/organization/bust-a7ae,0
Gepafin,Gepafin is a Financial Company.,https://www.crunchbase.com/organization/gepafin,0
Tokenova,Tokenova is a blockchain investment VC that turns ideas into reality through execution and network.,https://www.crunchbase.com/organization/tokenova,1
Copernion,investing in high-potential and fast growing technology startups,https://www.crunchbase.com/organization/copernion,0
hypra.fund,hypra.fund is a joint venture fund investing and building web3 projects.,https://www.crunchbase.com/organization/hypra-fund,1
Selected Investments,Selected Investments è una società di investimenti e partecipazioni,https://www.crunchbase.com/organization/selected-investments,0
Net4Capital,Net4Capital is a investment management company in private equity and venture capital.,https://www.crunchbase.com/organization/net4capital,0
Byggmästare A J Ahlström,A listed investment company whose overall goal is to create long-term value for shareholders as well as for society and other stakeholders,https://www.crunchbase.com/organization/byggmästare-a-j-ahlström,0
Nortia Capital,Nortia Capital is a venture capital firm.,https://www.crunchbase.com/organization/nortia-capital,0
xiVENTURES Fund,xiVENTURES Fund focuses on quality technological opportunities.,https://www.crunchbase.com/organization/xiventures-fund,0
Confidus Venture Capital,Confidus Venture Capital invests in future winners in digital transformation and automation. The quality of the idea and team is everything.,https://www.crunchbase.com/organization/confidus-venture-capital,0
7r Ventures,7r Ventures is a technology holding company that provides venture and private equity investment.,https://www.crunchbase.com/organization/7r-ventures-c556,0
Jovitech Invest,"Jovitech Invest help entrepreneur-led companies to grow profitably through active, long-term ownership",https://www.crunchbase.com/organization/jovitech-invest,0
Colibri Ventures,Colibri Ventures invest in early-stage life science companies and help accelerate their innovations into commercial products.,https://www.crunchbase.com/organization/colibri-ventures,1
LMK-industri,LMK-industri is a company that manages financial holdings and provides consulting services to international companies.,https://www.crunchbase.com/organization/lmg-industri,0
Factor,Factor operates as a venture capital firm.,https://www.crunchbase.com/organization/factor-3032,0
Freedom Fund VC,Freedom Fund Venture Capital is an investment firm that focuses on supporting innovative defense technology ventures.,https://www.crunchbase.com/organization/freedom-fund-vc,1
Teak Capital,Teak Capital is a management firm that aims to counsel and advise businesses for optimal functioning.,https://www.crunchbase.com/organization/teak-capital,0
Sensible Capital,Sensible Capital fornisce servizi di consulenza per investimenti in asset illiquidi con un focus sulle tematiche ESG,https://www.crunchbase.com/organization/sensible-capital,0
Utopia,Utopia is a venture capital firm that is dedicated to life sciences.,https://www.crunchbase.com/organization/utopia-4891,1
Tech Transfer UPV,"Tech Transfer Fund, a financing instrument for innovation at the service of the Ecosystem of the UPV.",https://www.crunchbase.com/organization/tech-transfer-upv,0
035 Investimenti,"industrials, manufacturing, technology, SMEs",https://www.crunchbase.com/organization/035-investimenti,0
Necto Labs,"Necto Labs is a new open-source innovation lab driven by R&D, venture funding and strategic collaborations",https://www.crunchbase.com/organization/necto-labs,0
Cashline Group,"Cashline Group is one of the largest independent, privately-owned financial groups in Hungary.",https://www.crunchbase.com/organization/cashline-group,0
Capital Energy Quantum,Capital Energy Quantum are into promotion of wind & photovoltaic energy and also renewable energy.,https://www.crunchbase.com/organization/capital-energy-quantum,1
Realize Tech Fund,Realize Tech Fund is an investment firm.,https://www.crunchbase.com/organization/realize-tech-fund,0
Unitatea Capital,Unitatea Capital is the investment vehicle driven by the innovation ecosystem.,https://www.crunchbase.com/organization/unitatea-capital,0
SEGO Venture,SEGO Venture is an equity crowdfunding line that also makes direct investments in technological and innovative startups.,https://www.crunchbase.com/organization/sego-venture,0
CVC S2 Capital,CVC S2 Capital is an investment firm.,https://www.crunchbase.com/organization/cvc-s2-capital,0
Ventic,Ventic is an investment firm.,https://www.crunchbase.com/organization/ventic,0
First Venture,"First Venture invests in strong entrepreneurial teams in technology, health and sustainability.",https://www.crunchbase.com/organization/first-venture,0
Futurtech Middle East,"Futurtech Middle East is a venture capital investment firm that seeks to invest in seed, early and later-stage companies.",https://www.crunchbase.com/organization/futurtech-middle-east,0
Selenean Capital,Selenean Capital is a venture capital firm.,https://www.crunchbase.com/organization/selenean-capital,0
TTSeed,TTSeed is the investment vehicle of TTVenture fund specialized in seed capital projects.,https://www.crunchbase.com/organization/tt-seed,0
Rana Capital Partners,Rana Capital Partners,https://www.crunchbase.com/organization/rana-capital-partners,0
R2 Seed Investments,R2 Seed Investments is an investment firm.,https://www.crunchbase.com/organization/r2-seed-investments,0
Infinity Labs,Infinity Labs is a First of its kind animated NFT merging on the blockchain.,https://www.crunchbase.com/organization/infinity-labs-48e7,1
TAN Food,A privately funded investment company operating in the Food & Food-tech sectors,https://www.crunchbase.com/organization/tan-food,1
Seetee,Seetee is a company in the Aker family.,https://www.crunchbase.com/organization/seetee,0
Highgoal Capital,Technology focused investment firm,https://www.crunchbase.com/organization/highgoal-capital,0
Wave7,Wave7 is an early-stage investment and advisory group.,https://www.crunchbase.com/organization/wave7-5201,0
Melesio Capital,Melesio Capital is a investment firm.,https://www.crunchbase.com/organization/melesio-capital,0
Gulliver Investment Group,"Gulliver Investment Group is an investment group in online travel, managing a portfolio of highly-branded companies and ventures.",https://www.crunchbase.com/organization/gulliver-investment-group,1
Space Jam Capital,SJC is an alternative digital asset investment firm in blockchain-based capital markets focusing in early stage Venture projects,https://www.crunchbase.com/organization/space-jam-capital,1
Southbay ventures,South Bay Ventures is an early-stage venture capital firm that invests in companies driven by passionate and thoughtful founders.,https://www.crunchbase.com/organization/southbay-evergreen,0
Brembo Ventures,Brembo Ventures aims to invest in the best startups and accelerate innovation.,https://www.crunchbase.com/organization/brembo-ventures,0
Sputnik Capital,Sputnik Capital is an investment firms,https://www.crunchbase.com/organization/sputnik-capital,0
​Seed Money,"Seed Money supports entrepreneurial initiatives with very high potential, at the first steps of their development plan.",https://www.crunchbase.com/organization/seed-money-srl,0
Alantis Seed Capital,"Alantis Seed Capital is an early stage venture capital firm based in Madrid, Spain.",https://www.crunchbase.com/organization/alantis-seed-capital,0
Nesprit,Nesprit is a ClimateTech pre-seed / seed-stage VC focused on CEE,https://www.crunchbase.com/organization/nesprit,1
Archangel AdVenture,"Archangel AdVenture is a company specialising in pre-seed and seed investment, set up by managers from leading multinational companies",https://www.crunchbase.com/organization/archangel-adventure,0
Biozell Ventures,Biozell Ventures is the first co-investment vehicle in Health and Biotechnology which is promoted by BIOHUB VLC.,https://www.crunchbase.com/organization/biozell-ventures,1
Sontek Oy,"Sontek helps innovative ICT companies to fulfil their growth strategy by strengthening sales, marketing, and finance.",https://www.crunchbase.com/organization/sontek-oy,0
Capitan Investment Partners,Capitan Investment Partners is a venture capital firm that provides money and advice to technology firms.,https://www.crunchbase.com/organization/capitan-investment-partners,0
Nielsen Ventures,Nielsen Ventures is Nielsen’s corporate venture arm.,https://www.crunchbase.com/organization/nielsen-ventures,0
Martas Explorers,"Martas Explorers is a privately owned investment group with focus on food, food tech and ag tech investing in early stages.",https://www.crunchbase.com/organization/martas,1
Opus11 VC,Opus11 VC is an Investment firm.,https://www.crunchbase.com/organization/opus11-vc,0
Startup Capital Ventures and ACCIÓ,European Commission and Catalan agency,https://www.crunchbase.com/organization/startup-capital-ventures-and-acció,0
Bee K Ventures,Venture Capital Builder,https://www.crunchbase.com/organization/bee-k-ventures,0
Cleantech Estonia,"Cleantech Estonia is an incubation, acceleration, and links to investors, partners, and the public sector for early-stage cleantech firms.",https://www.crunchbase.com/organization/cleantech-estonia,1
EMPRENDETUR,The Emprendetur Programs Secretary of State for Tourism offer loans.,https://www.crunchbase.com/organization/emprendetur,0
Pacific Capital Partners,Pacific Capital Partners is a private investment family office operating in the EU,https://www.crunchbase.com/organization/pacific-capital-partners,0
Murcia Emprende, Financing initiatives of entrepreneurs and growing companies.,https://www.crunchbase.com/organization/murcia-emprende,0
Dendera Ventures,Dendera Venture invests in companies with innovative ideas that have the potential to reach an international market.,https://www.crunchbase.com/organization/dendera-ventures,0
Keith,Keith Ventures is the VentureTech for angel funds & family office.,https://www.crunchbase.com/organization/keith-d2f6,0
Inspire Investments,Inspire Investments is a venture capital investment firm.,https://www.crunchbase.com/organization/inspire-investments,0
Sevenzonic,Sevenzonic is a venture capital firm that invest in digital and innovative projects.,https://www.crunchbase.com/organization/sevenzonic,0
NewMind Venture,Venture Capital company,https://www.crunchbase.com/organization/newmind-venture,0
Vivex Capital Group,Vivex Capital Group was founded in 2007,https://www.crunchbase.com/organization/vivex-capital-group,0
Nydalen Venture,Venture fund investing in SaaS businesses,https://www.crunchbase.com/organization/nydalen-venture,0
LMK Ventures,LMK Ventures is part of the investment company LMK Industri.,https://www.crunchbase.com/organization/lmk-ventures,0
Investing Profit Wisely,Investing Profit Wisely is an investment company,https://www.crunchbase.com/organization/investing-profit-wisely,0
TLG Ventures,TLG Ventures is a blockchain advisory and investment partnership based in Estonia.,https://www.crunchbase.com/organization/tlg-ventures-dd5b,1
Socios Q Venture Capital,Socios Q Venture Capital is an investment vehicle in startups.,https://www.crunchbase.com/organization/partners-q-venture-capital,0
Leiv Eiriksson Invest,Leiv Eiriksson Invest is a company that provides investment services.,https://www.crunchbase.com/organization/leiv-eiriksson-invest,0
Permak AB,Investor in tech companies,https://www.crunchbase.com/organization/permak-ab,0
Cuatrecasas Ventures,Cuatrecasas Ventures is a Investment vehicle in specialized startups in the legaltech field.,https://www.crunchbase.com/organization/cuatrecasas-ventures,1
LMK Forward AB,Investment company in Sweden,https://www.crunchbase.com/organization/lmk-forward-ab,0
Alentia,Alentia is a network for business angels in the Castilla and Leon region of Spain.,https://www.crunchbase.com/organization/alentia,0
Microwave Ventures,MicroWave Ventures is a venture capital firm that invests in software business development.,https://www.crunchbase.com/organization/microwave-ventures,0
Palladium Corporate Venture,Palladium Corporate Ventures helps the best technology entrepreneurs to develop a successful business within the tourism industry,https://www.crunchbase.com/organization/palladium-corporate-venture,1
Scottish Baltic Invest,Scottish Baltic Invest is an investment company.,https://www.crunchbase.com/organization/scottish-baltic-invest,0
Newtribe Capital,NewTribe Capital is a modern Venture Capital firm focused on early-stage expansion.,https://www.crunchbase.com/organization/newtribe-capital,0
Sistema Investimenti,"Sistema Investimenti is an holding in the form of SpA, established by the will of young professionals and entrepreneurs in Sicily.",https://www.crunchbase.com/organization/sistema-investimenti,0
Redesdale,Redesdale Food & Beverage Fund is focused on investing in the future of food.,https://www.crunchbase.com/organization/redesdale,1
Metsola Ventures,Metsola Ventures is a Finnish venture capital firm specializes in early-stage investments within the healthcare sector. ​,https://www.crunchbase.com/organization/metsola-ventures,1
Basque Fondo,Basque Fondo is a venture capital investment firm.,https://www.crunchbase.com/organization/basque-fondo,0
Bincot,Bincot is invests in young entrepreneurial and innovative start-ups.,https://www.crunchbase.com/organization/bincot,0
Silicon Valley AS,"A private investment company headquartered in Oslo, Norway.",https://www.crunchbase.com/organization/silicon-valley-as,0
Tikura Ventures,Tikura Ventures offers pre-seed and seed funding for knowledge-based growth startups.,https://www.crunchbase.com/organization/tikura-ventures,0
Emprendiza,"Emprendiza is an investment company that offers people and their projects with smart capital: finance, knowledge, experience, and contacts.",https://www.crunchbase.com/organization/emprendiza,0
Teerlock Partners,"Teerlock Partners is a boutique venture firm based in Salem, Oregon",https://www.crunchbase.com/organization/teerlock-partners,0
Translated,"Professional translation services made easy. Crafted by expert humans, powered by technology, efficiently delivered.",https://www.crunchbase.com/organization/translated,0
Beta-i,Building the Innovation Ecosystem,https://www.crunchbase.com/organization/beta-i,0
Elikonos Capital Partners,Elikonos is a private equity firm pursuing investment opportunities in growth companies.,https://www.crunchbase.com/organization/elikonos-jeremie-sca-sicar,0
eDot Invest,EDot Invest is a venture capital investment firm that targets early-stage technology companies with growth potential.,https://www.crunchbase.com/organization/edot-invest,0
North California Innovation District,Northern California Innovation District is a foundational platform for the present and future growth of the region.,https://www.crunchbase.com/organization/north-california-innovation-district,0
Capricorn Capital Partners,Capricorn Capital Partners provides the capital and resources required to accelerate growth and improve operations.,https://www.crunchbase.com/organization/capricorn-capital-partners,0
MITS Capital,MITS Capital is a leading merchant bank facilitating US and NATO access to Ukraine's defense technology industry,https://www.crunchbase.com/organization/mits-capital,1
Yinson GreenTech,Yinson GreenTech aims to build a profitable global business that accelerates the transition to a net zero.,https://www.crunchbase.com/organization/yinson-greentech,1
Green Flag Ventures,"Investors in Ukrainian early-stage, dual-use & AI tech startups with a $20M fund, offering $150K-$1M investments.",https://www.crunchbase.com/organization/green-flag-ventures,0
WakeUp Capital,WakeUp Capital is an early stage impact fund that backs European companies already shaping a better and brighter future.,https://www.crunchbase.com/organization/wakeup-capital,0
SKEL,SKEL is an investment company that seeks to create value for its shareholders and other stakeholders.,https://www.crunchbase.com/organization/skel,0
Ferring Ventures,The investment arm for Ferring Pharmaceuticals,https://www.crunchbase.com/organization/ferring-ventures,0
GOKAP Invest,GOKAP aim of offering interested parties a new investment opportunity.,https://www.crunchbase.com/organization/gokap-invest,0
AVM Gestioni,AVM Gestioni is an investment firm.,https://www.crunchbase.com/organization/avm-gestioni,0
Basil Capital,Family office investing primarily in the technology sector in public and private markets,https://www.crunchbase.com/organization/basil-capital,0
video intelligence by Outbrain,vi is a contextual video platform.,https://www.crunchbase.com/organization/viewster,1
Loop Ventures,Loop Ventures is an investment firm.,https://www.crunchbase.com/organization/loop-ventures-749e,0
Sella Ventures,Sella Venture is a Sella Group alternative asset management organization focused on venture capital.,https://www.crunchbase.com/organization/sella-ventures,0
FNDX VC,FNDX is a digital investment advisory firm.,https://www.crunchbase.com/organization/fndx-vc,0
Banca del Ceresio,"Banca del Ceresio specializes in offering asset management, financial advice, brokerage and custody services .",https://www.crunchbase.com/organization/banca-del-ceresio,0
Estonian venture capital,"Estonian venture capital provides support to entrepreneurs, fund managers, institutional investors.",https://www.crunchbase.com/organization/estonian-venture-capital,0
OBOS Oppstart,OBOS Oppstart is a venture arm of OBOS that invests in start-up companies where they can actively contribute to development and growth.,https://www.crunchbase.com/organization/obos-oppstart-67a2,0
Ocean Impact,Ocean Impact is an investment firm that invests in and supports the scaling of tech companies.,https://www.crunchbase.com/organization/ocean-impact,0
Stockhorn Capital,Stockhorn Capital invest in unique businesses whose proprietary technology proposition meets a burning demand for market disruption.,https://www.crunchbase.com/organization/stockhorn-capital,0
UNIQ,UNIQ is a venture studio that provides services focused on fintech and insurtech.,https://www.crunchbase.com/organization/uniq-ventures,1
DOJUS group,"AgTech, Machinery, Investments",https://www.crunchbase.com/organization/dojus-group,0
Liquido.VC,Liquido.VC specializes in helping Finnish early-stage high-tech startups.,https://www.crunchbase.com/organization/liquido-vc,0
ADR Ventures,Venture arm of Aeroporti di Roma,https://www.crunchbase.com/organization/adr-ventures,0
R-Venture,R-Venture is an investment company operated by the cloud-based accounting and ERP system 24SevenOffice.,https://www.crunchbase.com/organization/r-venture,0
Lancet Capital,"Lancet Capital, the first SBIC affiliated with an academic medical center, was founded in 1998 by William Golden and George Sing to create",https://www.crunchbase.com/organization/lancet-capital,0
Netaccede,Netaccede is a private venture capital company that provides financial and human resource services.,https://www.crunchbase.com/organization/netaccede,0
C4+,"C4+ is a private equity company that provides investment, venture capital, and management services for sports and gaming industries.",https://www.crunchbase.com/organization/c4-f04c,1
Server Partners,"Based in Estonia Family office with investments into startups, scaleups and VC funds",https://www.crunchbase.com/organization/server-partners,0
Solardis Health Ventures,Solardis Health Ventures is an investment firm.,https://www.crunchbase.com/organization/solardis-health-ventures,0
Berkeley Hills Capital,Berkeley Hills Capital operates as an investment firm.,https://www.crunchbase.com/organization/berkeley-hills-capital,0
LCA Ventures,"LCA Ventures operates as an investment firm, supports Italian and foreign hi-tech entrepreneurial projects.",https://www.crunchbase.com/organization/lca-ventures,0
MetaBrand Capital,"Created by natural products industry veteran and Steaz Tea Co-founder Eric Schnell, MetaBrand",https://www.crunchbase.com/organization/metabrand-capital,0
Karbon Invest AS,Karbon Invest er et investeringsselskap med investeringer i unoterte og børsnoterte selskaper samt eiendom.,https://www.crunchbase.com/organization/karbon-invest-as,0
Fund Fellow Founders,Fund Fellow Founders is an angel investors.,https://www.crunchbase.com/organization/fund-fellow-founders,0
Natural Bridges Ventures (NBV),NBV is a Strategy Venture Management firm partnering with global innovators with market-transforming technologies to accelerate their growth,https://www.crunchbase.com/organization/ricardo-c-berrios,0
Future Fund,Future Fund operates as a venture capital firm.,https://www.crunchbase.com/organization/future-fund-bcdd,0
Wallcross,Wallcross is a successor of a real estate developer that focuses on transformation and urban developments.,https://www.crunchbase.com/organization/urbanium-gruppen-as,1
Redbay Ventures,Redbay Ventures is a venture capital firm.,https://www.crunchbase.com/organization/redbay-ventures,0
OUVC,OUVC is a Venture Capital and Venture Studio supporting early-stage tech startups with capital and venture building.,https://www.crunchbase.com/organization/ouvc,0
Public House Investments (WizeChef),WizeChef invests in and operates businesses across the restaurant value chain.,https://www.crunchbase.com/organization/public-house-investments,1
Terna Forward,Terna Forward invests in solutions that facilitate the energy transition.,https://www.crunchbase.com/organization/terna-forward,1
Encomenda Capital Partners,Encomenda Capital Partners is a venture capital firm.,https://www.crunchbase.com/organization/encomenda-capital-partners,0
Bulls Girişim,Bulls Girişim aims to support the projects of visionary entrepreneurs with high growth potential and an innovative perspective.,https://www.crunchbase.com/organization/bulls-girişim,0
Södra Ädla,Södra Ädla is a new venture capital business of Södra.,https://www.crunchbase.com/organization/södra-ädla,0
Hangar X,Hangar X is a venture capital investment firm.,https://www.crunchbase.com/organization/hangar-x,0
Deep Blue Ventures,Deep Blue Ventures is an early stage deep tech fund that invests in deep technologies.,https://www.crunchbase.com/organization/deep-blue-ventures-2738,1
Pandaro Ventures,"Pandaro FMD 2006, SL",https://www.crunchbase.com/organization/pandaro-ventures,0
Klopal Ventures,Klopal is a Startup Studio that builds SaaS and mobile companies.,https://www.crunchbase.com/organization/klopal-ventures,0
Amor & Labor Oy,Amor & Labor Oy is a venture capital that offers early stage investments for businesses.,https://www.crunchbase.com/organization/amor-labor-oy,0
Chateau Crypto,Chateau Crypto is a network of qualified blockchain investors from Europe.,https://www.crunchbase.com/organization/chateau-crypto,1
Gladium,Gladium is an investment and consulting firm with a focus on the process industry,https://www.crunchbase.com/organization/gladium,1
Friulia SGR,Friulia SGR provides financial support to SMEs in expanding operations through direct investments in risk capital.,https://www.crunchbase.com/organization/friulia-sgr,1
Irish Venture Capital Association,The IVCA represents venture capital in the Republic of Ireland and Northern Ireland.,https://www.crunchbase.com/organization/irish-venture-capital-association,0
Blockasset Ventures,We leverage our years of experience in the digital asset space and blockchain projects,https://www.crunchbase.com/organization/blockasset-ventures,1
AFP Capital,AFP Capital is an investment firm.,https://www.crunchbase.com/organization/afp-capital-4c8f,0
MITO Tech Ventures,MITO Tech Ventures is an Investment firm.,https://www.crunchbase.com/organization/mito-tech-ventures,0
Synapse Network,Synapse Network aims to bring the idea of a fully regulated financial institution backed by DeFi products to the masses.,https://www.crunchbase.com/organization/synapse-network,1
Porte Monnaie,Porte Monnaie is an early and active investor for startup companies and passive investor in listed companies with growth potential.,https://www.crunchbase.com/organization/porte-monnaie,0
Avohoidon Tutkimussäätiö,Avohoidon Tutkimussäätiö focuses on innovations that are based on scientific research and technologies backed by scientific breakthroughs.,https://www.crunchbase.com/organization/avohoidon-tutkimussäätiö,0
Sullivan Ventures,Sullivan Ventures is a investment firm.,https://www.crunchbase.com/organization/sullivan-ventures,0
CRYSTAL VENTURES,Crystal Ventures is a venture capital firm specializing in growth capital investments.,https://www.crunchbase.com/organization/crystal-ventures,0
Red Pill VC,Red Pill VC is a venture capital firm which make early-stage investments and has a preference for minority stakes.,https://www.crunchbase.com/organization/red-pill-vc,0
InterCapital,"InterCapital is a venture capital firm based in Lisbon, Portugal.",https://www.crunchbase.com/organization/intercapital,0
Tackle Capital,Tackle Capital,https://www.crunchbase.com/organization/tackle-capital,0
Squares Capital,Squares Capital provides investment and assistance to startups.,https://www.crunchbase.com/organization/squares-capital-4ec5,0
Twig Ventures,Twig Ventures is a venture capital firm with a focus on early-stage start-ups.,https://www.crunchbase.com/organization/twig-ventures,0
Made Simple Ventures LLC,Family office,https://www.crunchbase.com/organization/made-simple-ventures-llc,0
JL Capital,JL Capital is an investment company that manages mutual funds.,https://www.crunchbase.com/organization/jl-capital,0
Leftfield Group,Multidisciplinary investment manager.,https://www.crunchbase.com/organization/leftfield-group,0
Ayce Capital Partners,Ayce Capital Partners is an investment company advising their client in asset management and investments.,https://www.crunchbase.com/organization/ayce-capital-partners,0
Trado,Finnish investment firm,https://www.crunchbase.com/organization/trado-e548,0
AeroCity Tech Ventures,"AeroCity Tech Ventures make investments into businesses and ideas that can improve aviation processes, technologies and operations.",https://www.crunchbase.com/organization/aerocity-tech-ventures,1
KF Ventures,"We invest in founder-led, science-led biotechnology companies.",https://www.crunchbase.com/organization/kf-ventures-8d07,1
iSmart Ventures,"ISmart Ventures provides investment, coaching, and connections to a contact and partner network.",https://www.crunchbase.com/organization/ismart-ventures,0
Into Ventures,Helsinki-based micro VC fund,https://www.crunchbase.com/organization/into-ventures,0
X-Equity Venture Club,X-Equity Venture Club is a venture capital firm.,https://www.crunchbase.com/organization/x-equity-venture-club,0
The EIIS Innovation Fund,The EIIS Innovation Fund invests in innovative SMEs.,https://www.crunchbase.com/organization/the-eiis-innovation-fund,0
Farside Ventures,Farside es un venture builder de tecnologías avanzadas para industrias maduras.,https://www.crunchbase.com/organization/farside,0
Edap 2007,Edap2007 is a company whose main purpose is to invest in unlisted companies featuring a large component of innovation and high growth,https://www.crunchbase.com/organization/edap-2007,0
WxNW,WxNW operates as an investment firm.,https://www.crunchbase.com/organization/wxnw,0
Asterius,Asterius is a venture capital firm focusing on early stage investments and financial services for developing organizations.,https://www.crunchbase.com/organization/asterius,0
DIBIX DIGITAL FUND,"Crypto, Web3, Blockchain",https://www.crunchbase.com/organization/dibix-digital-fund,1
Nostetta Ventures,Nostetta Ventures is a venture capital company investing in growth companies mainly in the North Savo region.,https://www.crunchbase.com/organization/nostetta-ventures,0
Yobi Partners,Strategy and investment firm.,https://www.crunchbase.com/organization/yobi-partners,0
Trade Capital Funding,We are a start up made up of 2 young entrepreneurs.,https://www.crunchbase.com/organization/trade-capital-funding,0
