Organization Name,Description,Organization Name URL,B2B Binary
Spark,"Spark integrates with products and services from crypto and tradfi, providing powerful workflow functionality through a unified interface.",https://www.crunchbase.com/organization/spark-7b2b,
Oria XR,Oria XR is an innovative startup dedicated to revolutionizing medical training through the power of Virtual Reality and extended reality.,https://www.crunchbase.com/organization/oria-xr,
Ridgeon Consultancy,Ridgeon Consultancy is a boutique growth consultancy that focuses on supporting early-stage startups.,https://www.crunchbase.com/organization/ridgeon-consultancy,
Curada,Curada makes neuroscience-based alcohol reduction accessible.,https://www.crunchbase.com/organization/curada,
Bloom,"Bloom is a secure wallet hub for trading tokens and NFTs, that helps to discover new dApps, and optimises one's DeFi investments.",https://www.crunchbase.com/organization/bloom-c78e,
MiChro,"Mobile App, Digital Health",https://www.crunchbase.com/organization/michro,
Reaforma,"Reaforma are reinventing the linear process of take, make, waste and creating a circular solution.",https://www.crunchbase.com/organization/reaforma,
Investa Farm,"Investa Farm offers easy, quick, and competitively affordable loans to farmers through stablecoins by connecting them to stablecoin lenders.",https://www.crunchbase.com/organization/investa-farm,
JubJub,"JubJub is a media distribution company that offers process automation, collaboration, metadata formatting, and resource management services.",https://www.crunchbase.com/organization/jubjub,
Esoteric,Esoteric helps fashion obsessives create their best outfits by providing a virtual wardrobe and styling tool.,https://www.crunchbase.com/organization/esoteric-72ce,
DePubs,Decentralised Blockchain Publishing Platform,https://www.crunchbase.com/organization/depubs,
heySimulate,heySimulate provides logistic support to last-mile logistics companies.,https://www.crunchbase.com/organization/heysimulate,
ADMITLY GLOBAL,College Admissions Platform,https://www.crunchbase.com/organization/admitly-global,
Green Standard,"Making nature the world's largest landowner with the Green Standard Token, the first currency backed by protected land.",https://www.crunchbase.com/organization/green-standard,
AIShare,"Al Share is revolutionizing AI development with its groundbreaking platform, designed to empower developers and users alike.",https://www.crunchbase.com/organization/aishare,
Foreignst Education,College Admissions Consulting,https://www.crunchbase.com/organization/foreignist-education,
Cryptive.io,Cryptive is a digital asset management platform that offers secure storage and management of cryptocurrencies.,https://www.crunchbase.com/organization/cryptive-io,
Bigint,Bigint is a multichain NFT launchpad and marketplace platform that empowers web3 projects.,https://www.crunchbase.com/organization/bigint-co,
Halr Tech Group,Halr Tech connects companies with top tech talent globally using AI-driven tools and expert recruiters for tailored hiring solutions.,https://www.crunchbase.com/organization/halr-tech-group,
Literal Labs,"Developers of logic-based AI model training tools whose algorithms utilise propositional logic, Tsetlin Machine, and data binsarisation.",https://www.crunchbase.com/organization/literal-labs,
throxy,"Book meetings without the busywork. Bespoke, fully managed outbound.",https://www.crunchbase.com/organization/throxy,
InStep,Sequencing the human movement fingerprint.,https://www.crunchbase.com/organization/instep-inc,
Scholar Saver,Scholar Saver provides AI-driven financial guidance & educational resources to help students manage their finances & reduce financial stress,https://www.crunchbase.com/organization/scholar-saver,
Tikos,Build Trustworthy AI,https://www.crunchbase.com/organization/tikos,
LightHearted AI,"LightHearted AI is an AI-based diagnostics device offering faster, accurate, and affordable solutions for the detection of heart conditions.",https://www.crunchbase.com/organization/lighthearted-ai,
ivee.jobs,ivee provides cutting-edge AI tailored upskilling to equip women with the tools to confidently return to work.,https://www.crunchbase.com/organization/ivee-jobs,
FUSS,The app that helps friends decide where to go out,https://www.crunchbase.com/organization/fuss-7657,
Ballpark,Ballpark makes research simple for everyone,https://www.crunchbase.com/organization/ballpark-ef7d,
Claimit,Claimit is a courier claim platform that uses of AI powered technology to automate the claming process.,https://www.crunchbase.com/organization/claimit-6076,
CRED AI,CRED is a commercial data intelligence platform for businesses.,https://www.crunchbase.com/organization/cred-ai-bcb9,
Chakra,Chakra is a bitcoin restaking technique based on ZK proof.,https://www.crunchbase.com/organization/chakra-ee82,
Lumina,Lumina is an ERP that empowers small businesses to scale.,https://www.crunchbase.com/organization/lumina-c3af,
Fractal Payments,Fractal Payments is a payments automation platform for web3 businesses.,https://www.crunchbase.com/organization/fractal-payments,
Fundably,Instant tailored business funding. Backed by Google and Barclays.,https://www.crunchbase.com/organization/fundably,
Motics,Motics is the AI agent for healthcare administration,https://www.crunchbase.com/organization/motics,
Floral Energy,"Floral Energy provides integration of microgrid technologies, AI, Combined Heat and Power solutions to the needs of large data centres.",https://www.crunchbase.com/organization/floral-energy,
Anathem,Anathem is a healthcare company that is dedicated to advancing mental health care through innovative AI technology.,https://www.crunchbase.com/organization/anathem,
Phoebe,Phoebe is an agentic search tool for tech tack data.,https://www.crunchbase.com/organization/phoebe-7e39,
Margin,Margin is a platform that helps online companies measure profit on a user-level.,https://www.crunchbase.com/organization/margin-78b6,
RYE,The intelligence layer for modern business energy,https://www.crunchbase.com/organization/rye-0402,
NXTLVL,A game-based learning experience that supercharges students’ soft skill development.,https://www.crunchbase.com/organization/nxtlvl-e11e,
buymaterials.com,BuyMaterials is the UKs ultimate building materials marketplace and fintech platform,https://www.crunchbase.com/organization/buymaterials-com,
Electric Twin,Electric Twin uses AI to simulate human behavior for decision-making and market analysis.,https://www.crunchbase.com/organization/electric-twin,
DailyAI,"DailyAI is a artificial intelligence news platform that offers insights, news updates, reviews, and much more.",https://www.crunchbase.com/organization/dailyai,
Buttn,Buttn app is a digital fitness marketplace that provides access to 1-1 online sessions with certified fitness and wellness professionals,https://www.crunchbase.com/organization/buttn,
Mignon,The Classification Coprocessor. Ultra Low-Energy AI Coprocessor Architecture. Accelerating The Next Generation of AI,https://www.crunchbase.com/organization/mignon,
U-Ploid Biotechnologies,U-Ploid Biotechnologies develops fertility therapeutics to improve egg quality and address age-related infertility.,https://www.crunchbase.com/organization/u-ploid-biotechnologies,
GitLife Biotech,"GitLife Biotech is a version control system for synthetic biology, alongside a suite of DNA-based biosecurity tools.",https://www.crunchbase.com/organization/gitlife-biotech,
Paddington Robotics,"Paddington Robotics specializes in implementation of AI, robotics, software and hardware solutions in real life.",https://www.crunchbase.com/organization/paddington-robotics,
Joba Network,Joba Network is a web3 startup that changes work by using verified identities using blockchain and AI technology.,https://www.crunchbase.com/organization/joba-network,
C15 Studio,C15 Studio is a streaming TV channel operator that offers free ad-supported television channels dedicated to sports.,https://www.crunchbase.com/organization/c15-studio,
doorways.ai,"doorways.ai is optimising the final 100 meters within last-mile delivery, saving logistics companies both time and money.",https://www.crunchbase.com/organization/doorways-ai,
Mission Decisions,Mission Decisions is a secure data platform that delivers analytics and insights in real time to support critical decision-making.,https://www.crunchbase.com/organization/mission-decisions,
EnAcuity,EnAcuity is a manufacturing firm that manufactures medical devices using AI-fueled software for critical structure visualization.,https://www.crunchbase.com/organization/enacuity,
Ask Clio,"Ask Clio is an AI copilot built for brokerages, RIAs, & FinTechs.",https://www.crunchbase.com/organization/clio-8951,
Oak Reinsurance,OAK Re is an international provider of reinsurance.,https://www.crunchbase.com/organization/oak-reinsurance,
Causa,Causa is a causal AI platform that focuses on recognizing and modeling cause-and-effect links in data.,https://www.crunchbase.com/organization/causa,
GPU-EVM,GPU-EVM is the developer of a web3 platform intended to rewrite Ethereum Virtual Machine software to run it on Graphic Processing Unit,https://www.crunchbase.com/organization/gpu-evm,
BIOME9,BIOME9 harnesses sophisticated generative AI to demystify the complex science of the canine gut microbiome through a home test.,https://www.crunchbase.com/organization/biome9,
re:sleep,Re:sleep operates a virtual insomnia clinic providing digitally enhanced treatments.,https://www.crunchbase.com/organization/sleepyhead-program,
Unbox,Unbox builds AI-powered infrastructure to turn social commerce into a sustainable revenue engine.,https://www.crunchbase.com/organization/unbox-8c48,
Comeback Media,Comeback Media aims to lead the sports and iGaming affiliate industry through strategic innovation and brand growth.,https://www.crunchbase.com/organization/comeback-media-ltd,
NanoPlume,"NanoPlume is a biomaterial company focused on the large-scale production of innovative biomaterials, particularly Bio-Aerogel.",https://www.crunchbase.com/organization/nanoplume,
Vivox AI,"Vivox AI agents automate key financial crime compliance tasks, increasing efficiency while ensuring audit-ready, traceable results.",https://www.crunchbase.com/organization/vivox-ai,
Repaymi,Repaymi is a software company that provides the AI tools to manage invoices to recover the payments to improve bad debts.,https://www.crunchbase.com/organization/repaymi,
Biomr,Biomr is a fibre technology company that produces water-proof and oil-proof coatings from renewable organic sources and free from chemicals.,https://www.crunchbase.com/organization/biomr,
Falco,Falco is an IT company that provides solutions for financial companies to generate insights and analyze regulatory updates.,https://www.crunchbase.com/organization/falco-b709,
Only U Bank,A bank for female influencers and their followers,https://www.crunchbase.com/organization/only-u-bank,
Renew Food,Renew Food is investigating the use of novel protein-based flavour ingredients.,https://www.crunchbase.com/organization/renew-food,
Ergodic,"Ergodic builds Active AI for enterprise, turning data into specific actions that improve every metric, across industries.",https://www.crunchbase.com/organization/ergodic,
FirstAid Pads,A company dedicated to providing a solution to the problem of emergency menstrual needs,https://www.crunchbase.com/organization/firstaid-pads,
Martee’s,"Martee’s revolutionizing workplace nutrition with a fully managed, self-serve healthy meals and snacks solution.",https://www.crunchbase.com/organization/martee-s,
Mouthy,Digital health startup for proactive and preventative dental care capitalising on a regulatory change in the UK health system,https://www.crunchbase.com/organization/bear-health,
Parlan (YC W23),"Limitless spreadsheets, zero learning curve (YC W23)",https://www.crunchbase.com/organization/oyler,
Unakin,"Unakin specializes in AI models and technology to build coherent, flexible prototypes and help in developing games.",https://www.crunchbase.com/organization/unakin,
Home & Manor,Home & Manor is an estate and property management agency that uses a technology stack and data analytics to provide better experience.,https://www.crunchbase.com/organization/home-manor,
Scroll,Scroll distills source materials into well-written fully-cited insights that you can edit and share.,https://www.crunchbase.com/organization/scroll-1a6a,
Pendulum,"Pendulum creates generative audio systems with artists, technologists, and researchers for unique sound.",https://www.crunchbase.com/organization/pendulum-f64e,
Riptides,Riptides is the non-human identity fabric for your workloads and AI agents.,https://www.crunchbase.com/organization/riptides,
Axoflow,Axoflow is a cybersecurity company specializing in an automatic security data curation pipeline to detect and respond to threats.,https://www.crunchbase.com/organization/axoflow,
DLC.link,DLC.link enables developers to use native Bitcoin in their DeFi applications,https://www.crunchbase.com/organization/dlc-link,
Mitzu Inc,"Simple, warehouse native product analytics",https://www.crunchbase.com/organization/mitzu-inc,
Quino,Learn Easy. Learn Fast. Quino is empowering students and researchers to study faster.,https://www.crunchbase.com/organization/quino,
Insurwiz Technology,The tailor-made insurance solution that takes your business operation to the next level.,https://www.crunchbase.com/organization/insurwiz-technology,
FUSI Solutions Kft.,FUSI Solutions is a software development company.,https://www.crunchbase.com/organization/fusi-solutions-kft,
Linkio - Ecommerce Integration Portal,Integrate wholesalers into your online store easier then ever,https://www.crunchbase.com/organization/linkio-ecommerce-integration-portal,
Paonnenoire,"Brigitte Lanoire is a Hungarian actress, writer, and performer known for her work in film, theater, and creative arts.",https://www.crunchbase.com/organization/paonnenoire,
AR Analytics,"Building web3 and the metaverse, AR Analytics is creating immersive solutions (as SaaS or supporting DTC access) for our partners.",https://www.crunchbase.com/organization/ar-analytics-kft,
qomodo,"Fintech, Lending, Payment, SaaS",https://www.crunchbase.com/organization/qomodo,
Lexroom.ai,Lexroom allows lawyers to complete hours of legal research in seconds.,https://www.crunchbase.com/organization/lexroom,
Jet HR,"Jet HR is a payroll administration platform that seeks to decrease bureaucracy in payroll, HR, and general operations.",https://www.crunchbase.com/organization/jet-hr,
Arsenale Bioyards,"Arsenale is an innovative end-to-end bio-manufacturing platform integrating hardware, data, and AI to produce at scale.",https://www.crunchbase.com/organization/arsenale-bioyards,
Volta,Volta is a developer of software-as-a-service platform focusing on B2B commerce.,https://www.crunchbase.com/organization/volta-b382,
Suprema,Suprema specializes in manufacturing superconductive tapes.,https://www.crunchbase.com/organization/suprema-1427,
Young Platform,"Young Platform is a brand-new cryptocurrency exchange designed for the next generation of investors. It is safe, quick and easy to use.",https://www.crunchbase.com/organization/young-platform,
Subbyx,Subbyx provides long-term subscriptions for technology products and small home appliances.,https://www.crunchbase.com/organization/subbyx,
Foreverland,Foreverland Food is an Italian food-tech startup.,https://www.crunchbase.com/organization/foreverland-fc6a,
TAC,TAC is a performant EVM layer connected to TON through a decentralized and a trustless bridging layer.,https://www.crunchbase.com/organization/tac-e038,
Limenet,Limenet is a climate tech benefit company that has patented an innovative technology for storing CO2 in calcium bicarbonates into seawater,https://www.crunchbase.com/organization/limenet-tech,
compri,"compri uses artificial intelligence (AI) to make your procurement experience easier, faster, and smarter.",https://www.crunchbase.com/organization/compri-9792,
HUI,HUI is the first SaaS/Cloud platform that allows you to manage all the processes and business units of your company.,https://www.crunchbase.com/organization/hui-f8c1,
Brum,Brum provides vehicle driving training courses and digitization solutions for getting a driving license.,https://www.crunchbase.com/organization/brum-3659,
Mintlayer,Mintlayer is a Bitcoin Sidechain for Assets Tokenization and DeFI applications. Real World Asset SaaS platform. Mojito Bitcoin Wallet.,https://www.crunchbase.com/organization/mintlayer,
Neuronova,Neuronova offers ultra-low-power AI processors that enable high-performance functionality on battery-powered devices.,https://www.crunchbase.com/organization/neuronova-3668,
WithLess,WithLess is a software management platform for finance teams that employs artificial intelligence to save expenses.,https://www.crunchbase.com/organization/withless,
IdentifAI,IdentifAI specializes in designing and training (de)generative models for detecting content.,https://www.crunchbase.com/organization/identifai-693b,
Soource,AI-driven sourcing and negotiation for purchasing managers in a Saas business model.,https://www.crunchbase.com/organization/soource,
Enry's Island SpA,Enry’s Island S.p.A. is the first and only Venture Builder in the world listed in a Stock Exchange.,https://www.crunchbase.com/organization/enry-s-island-worldwide-distributed-platform-for-startup-incubation-acceleration,
Ecosmic,Ecosmic is addressing the issue of space debris by inventing plug-and-play cutting-edge technology.,https://www.crunchbase.com/organization/ecosmic,
SylloTips,AI agents that learn from your company's top employees,https://www.crunchbase.com/organization/syllotips,
Normo,Normo is a SAAS platform that provides personalized GPT assistance for accounting firms and entrepreneurs.,https://www.crunchbase.com/organization/normo-3d61,
TextYess,TextYess enables eCommerce brands to sell on WhatsApp through conversational AI.,https://www.crunchbase.com/organization/textyess,
Talentware,Talentware offers a skill-based talent management solution powered by AI,https://www.crunchbase.com/organization/talentware,
Aptadir Therapeutics,Aptadir Therapeutics is developing a treatment for Myelodysplastic Neoplasms based on the capability of specific RNA therapeutics.,https://www.crunchbase.com/organization/aptadir-therapeutics,
Runtheons,Runtheons is a sports performance company specializing in performing enhancement technology solutions.,https://www.crunchbase.com/organization/runtheons,
Qromo,Qromo provides management of orders and payments services.,https://www.crunchbase.com/organization/qromo,
Keplero AI,Keplero AI is a company that creates AI virtual assistants that can be seamlessly deployed across all customer service touchpoints.,https://www.crunchbase.com/organization/keplero-ai,
Octostar,Octostar objective is to empower investigators by offering the advanced and adaptable intelligence platform.,https://www.crunchbase.com/organization/octostar,
Forte,"Forte is an AI-powered assistant that automates import, audio editing, and export.",https://www.crunchbase.com/organization/forte-2b23,
ALKemist Bio,ALKemist Bio provides cell treatment to cancer patients.,https://www.crunchbase.com/organization/alkemist-bio,
Reasoned Art,Reasoned Art is the Italian gallery dedicated to CryptoArt.,https://www.crunchbase.com/organization/reasoned-art,
J4Energy,"J4Energy uses artificial intelligence to facilitate energy transition, enabling industries to reduce costs and emissions.",https://www.crunchbase.com/organization/j4energy,
BILLD,Green fintech startup that provides a disruptive digital receipt service collecting Offline Market Big Data through an in-house AI model,https://www.crunchbase.com/organization/billd-25b8,
Wayla,Wayla provides urban van-pooling facilities to enhance transportation in cities while lowering the environmental impact.,https://www.crunchbase.com/organization/wayla-bc77,
AstraKode,"SaaS, Enterprise Blockchain Development, Low Code Platform, Smart Contract Development",https://www.crunchbase.com/organization/astrakode,
Twini,"Boost e-commerce sales with personalized, Interactive shopping journeys.",https://www.crunchbase.com/organization/twini,
Deeva,Deeva is an online platform for booking home hairdressers.,https://www.crunchbase.com/organization/deeva,
I-Foria,I-Foria offers unique technology that recycles waste from absorbent personal goods.,https://www.crunchbase.com/organization/i-foria,
Pelomatto,"Pelo Matto, in-home pet grooming services at your convenience. Grooming, trimming, and styling in the comfort of your own home.",https://www.crunchbase.com/organization/pelo-matto,
Syllog AI,Syllog AI is a startup that functions with generative artificial intelligence (AI) in the realm of corporate training.,https://www.crunchbase.com/organization/syllog-ai,
Fluida,"Fluida enables instant, low-cost global payments using stablecoins and blockchain.",https://www.crunchbase.com/organization/fluida,
G2Q Computing,"Quantum Computing software, AI & ML",https://www.crunchbase.com/organization/g2q-computing,
AerariumChain,Saas service to support artistic and cultural heritage from artworks condition monitoring to fundraising with NFT,https://www.crunchbase.com/organization/aerariumchain,
Arbor Insight,Agricultural Robotics,https://www.crunchbase.com/organization/arbor-insight-1eb8,
Lilac-Centro DCA,"Lilac-Centro DCA is a digital health tech firm founded by a group of specialists who treat anorexia, bulimia, binge eating disorder.",https://www.crunchbase.com/organization/lilac-centro-dca,
Vocations,Vocations gives headhunters the fastest access to new job openings.,https://www.crunchbase.com/organization/vocations,
Repron Therapeutics,Repron provides treatments for solid tumour cases where radical excision is not possible and metastasis or recurrence is extremely likely.,https://www.crunchbase.com/organization/repron-therapeutics,
Fitex Capital,Fitex Capital is an investment firm that offers financial services and acquiring services.,https://www.crunchbase.com/organization/fitex-capital,
Akuis,Akuis is a smart gym that manufactures high-tech fitness equipment.,https://www.crunchbase.com/organization/akuis,
X - ENDER,"X - ENDER is a technology-based firm that focuses on swarms of drones, autonomous vehicles, and IoT for smart cities.",https://www.crunchbase.com/organization/x-ender-9436,
WembraneX,WembraneX's goal is to make wastewater treatment facilities more cost-effective.,https://www.crunchbase.com/organization/wembranex,
Agrisky,Agrisky is a SaaS platform for monitoring and optimizing indoor greenhouses.,https://www.crunchbase.com/organization/agrisky,
Recivu,"Recivu elimina lo spreco degli scontrini cartacei, trasformandoli in un potente strumento.",https://www.crunchbase.com/organization/recivu,
Hexergy,"Hexergy is a private blockchain that assists in the management, monitoring, and optimization of the legal formation of energy communities.",https://www.crunchbase.com/organization/hexergy,
Tide Protocol,Tide is the only marketing & analytics suite that empowers you to launch and track Web3-native campaigns.,https://www.crunchbase.com/organization/tide-protocol,
PlantBit,PlantBit is a producer of sensors and services for smart farming.,https://www.crunchbase.com/organization/plantbit,
Resrcle,Digital Platform for Circular Textiles,https://www.crunchbase.com/organization/resrcle,
Lendit,"Lendit offers an Integrated Lending Circuit for partner platforms, connecting lenders and applicants through a plug and play system",https://www.crunchbase.com/organization/lendit-22fe,
SiWeGO,SiWeGO is a mobile app that connects those who want to ship goods and those who are willing to transport them.,https://www.crunchbase.com/organization/siwego,
Picarta,Image Location Search,https://www.crunchbase.com/organization/picarta,
Hercle,Hercle is a digital assets market maker and broker dealer,https://www.crunchbase.com/organization/hercle-financial,
Menumal,"SaaS per la digitalizzazione e gestione flessibile del menù, senza compromessi di stile",https://www.crunchbase.com/organization/siligon,
Materials Invisible to Oxygen,Materials Invisible to Oxygen (MITO) is a materials science company that develops corrosion control methods for metal surfaces.,https://www.crunchbase.com/organization/materials-invisible-to-oxygen,
Taylora,Taylora is the platform enabled the collection of all instructional materials that help in easy creation of quizzes and surveys.,https://www.crunchbase.com/organization/taylora,
ReportAId,"ReportAId is a artificial intelligence company that provides health data for medical reports that is used by patients, doctors, hospitals.",https://www.crunchbase.com/organization/reportaid,
Yukai,Yukai is A.I. based edtech platform,https://www.crunchbase.com/organization/yukai,
iotilize.me,"iotilize.me offers an innovative IoT-based SaaS in the B2B waste management sector, that aim to reduce logistics costs and co2 emissions",https://www.crunchbase.com/organization/iotilize-me,
ZenVet,ZenVet is a veterinary service that offers home visits for pets in the Turin metropolitan area.,https://www.crunchbase.com/organization/zenvet,
ReportAId,"ReportAId is an AI-powered software that breathes life into medical reports to make healthcare more organized, customized, and accessible.",https://www.crunchbase.com/organization/reportaid-e47c,
Livemote,Livemote is a next gen Field Service Management Software that helps Companies to improve operations efficiency by empowering field operators,https://www.crunchbase.com/organization/livemote,
SoundsOfThings,A Metaverse for sound content,https://www.crunchbase.com/organization/soundsofthings,
Caducea,Il modo più veloce per ottenere una visita a domicilio,https://www.crunchbase.com/organization/caducea,
Bmind,Your way to feel good,https://www.crunchbase.com/organization/bmind-c3fa,
Oraltec,Dentistry nutraceuticals,https://www.crunchbase.com/organization/oraltec-7d28,
DArt,Empowering artists and venue managers to build their journey,https://www.crunchbase.com/organization/dart-5326,
EvenFi,Real Economy Investment and Funding Platform,https://www.crunchbase.com/organization/criptalia,
Appennino Cycling,Ride. Discover. Live.,https://www.crunchbase.com/organization/appennino-cycling,
ScreenYourself,"Autotest diagnostico per HPV, malattie sessualmente trasmesse ed in futuro allergie, intolleranze ecc..",https://www.crunchbase.com/organization/screenyourself,
Fleequid,"Fleequid connects passenger transport operators across Europe with a smart, simple, and transparent vehicle rental platform.",https://www.crunchbase.com/organization/fleequid,
QuantaBrain,QuantaBrain purpose is to accelerate the diagnosis of psychiatric and neurodevelopmental diseases by applying artificial intelligence.,https://www.crunchbase.com/organization/quantabrain,
Equito,Equito is an advanced cross-chain messaging protocol for institutions and Web3 ecosystems to interoperate approaching real-time.,https://www.crunchbase.com/organization/equto-finance,
CyberDart,​CyberDart provides a bug bounty platform connecting companies with ethical hackers to identify and fix security vulnerabilities.,https://www.crunchbase.com/organization/cyberdart,
RisparmioSuper,RisparmioSuper compares grocery store online and offline prices in Italy and developped ad advanced ecommerce platform for retailers,https://www.crunchbase.com/organization/risparmiosuper,
+plugg,"+ plugg, a Sardinian startup that has as its primary objective to produce and market accessories for all devices in the Apple world.",https://www.crunchbase.com/organization/plugg-srl,
Mantica,MANTICA provides an adaptive Intelligence platform to perform intelligent data mining enabling anyone to build predictive models.,https://www.crunchbase.com/organization/mantica,
Meo,"Meo is an end-to-end platform helping you with seamless onboarding, risk assessment and continuous due diligence of your clients.",https://www.crunchbase.com/organization/newbanking,
Alice tech,Alice tech is the developer of an artificial intelligence-powered study platform designed to personalize the learning experience.,https://www.crunchbase.com/organization/alice-tech,
ENZIDIA,ENZIDIA offers an enzyme engineering platform to find solutions for climate and environmental problems through synthetic biology.,https://www.crunchbase.com/organization/enzidia,
Light,Light is a financial platform that offers fully automated general ledger and other accounting solution services for multinational companies.,https://www.crunchbase.com/organization/light-e65e,
Januar,Januar is a provider of infrastructure for cryptocurrency businesses.,https://www.crunchbase.com/organization/januar,
NitroVolt,"NitroVolt is a green ammonia startup developing a small-scale ammonia synthesis unit, to give farmers control over fertilizer production.",https://www.crunchbase.com/organization/nitrovolt,
Parahelp,"Parahelp is an AI support agent for software companies, handling tickets like a teammate, including refund requests.",https://www.crunchbase.com/organization/parahelp,
Sepior,Sepior enables trust for financial transactions and cloud applications using threshold cryptography.,https://www.crunchbase.com/organization/sepior,
Coinify,"Helping businesses accelerate growth by accepting cryptocurrency payments, and buying crypto.",https://www.crunchbase.com/organization/coinify-com,
spektr,Revenue Generating Compliance,https://www.crunchbase.com/organization/spektr,
Pandektes,"Pandektes strives to streamline this procedure by utilizing artificial intelligence, advanced search functions & up-to-date legal sources.",https://www.crunchbase.com/organization/pandektes,
Spaak Technologies,Spaak Technologies is specialized platform for public affair professionals that enables them to understand and monitor important regulation.,https://www.crunchbase.com/organization/spaak-technologies,
Hybird Energy,Developing intelligent electrical panels powered by an AI energy cloud,https://www.crunchbase.com/organization/hybird-energy,
Dynasty Studios,Dynasty is a next-generation gaming company working with blockchain to deliver gameplay that will shape the future of gaming.,https://www.crunchbase.com/organization/dynasty-studios,
Kiku,"Kiku refers to the use of AI to schedule, screen, and assess applicants at scale.",https://www.crunchbase.com/organization/kiku-3a5b,
Holdbar,Holdbar is here to assist you in giving wonderful experiences and managing your business better.,https://www.crunchbase.com/organization/holdbar,
Magic Feedback,Magic Feedback is an AI business creating a platform that compiles user reviews into one location and analyzes everything automatically.,https://www.crunchbase.com/organization/magic-feedback,
Rig.dev,The application platform for Kubernetes.,https://www.crunchbase.com/organization/rig-dev,
NORTHSTAKE,OWN A STAKE IN FUTURE ECONOMIES. Secure and compliant digital asset investments for institutional investors.,https://www.crunchbase.com/organization/northstake,
proemial,"Proemial platform offers a user-friendly and efficient reading experience, allowing access to the latest research preprints.",https://www.crunchbase.com/organization/proemial,
Savery.ai,An Agentic LLM software that autonomously writes code,https://www.crunchbase.com/organization/savery-ai,
TrackSights,"TrackSights is a platform that provides immediate, actionable insights by combining and streamlining data from the automobile market.",https://www.crunchbase.com/organization/tracksights,
Gray Matter AI,Gray Matter is a startup studio that builds AI-enhanced software companies and projects from scratch.,https://www.crunchbase.com/organization/gray-matter-ai,
AlterEcho,Renaissance 5.0 of Aseptic Manufacturing,https://www.crunchbase.com/organization/alterecho-io,
Healper,Find the psychologist and mental health tools that fit you,https://www.crunchbase.com/organization/healper,
Elby.,Elby focused on accelerating the green transition in personal transportation with smart charging for urban areas.,https://www.crunchbase.com/organization/elby-28bb,
KAKTI,An AI-driven optimization and prediction system for the future reliable district energy and a flexible grid.,https://www.crunchbase.com/organization/kakti,
Sustainly,"Making sustainability data transparent, comparable and understandable for everyone",https://www.crunchbase.com/organization/sustainly,
Yaay,"Redefining travel by turning social media inspiration into instant, AI-powered recommendations you can book.",https://www.crunchbase.com/organization/yaay-0e7f,
Mimiry,Mimiry is a cloud computing company providing European data center GPUs for AI and ML companies and research institutes.,https://www.crunchbase.com/organization/mimiry,
Terion,Terion is a software development company that develops a platform for commercial builders to analyze and monitor energy usage of buildings.,https://www.crunchbase.com/organization/terion-9f01,
Themison,Themison is a SaaS patient-centric platform that eases the clinical trials.,https://www.crunchbase.com/organization/themison,
Yourpay ApS,Yourpay is a payment facilitator and offers a payment gateway and aquiring services for e-commerce and POS for B2B,https://www.crunchbase.com/organization/yourpay,
Interhuman,Interhuman is an artificial intelligence company that develops social-aware AI for real-time communication purposes.,https://www.crunchbase.com/organization/interhuman-38e6,
Triba Health,"Triba Health helps people with Type 2 Diabetes by removing the ""chronic"" from Type 2 Diabetes Management.",https://www.crunchbase.com/organization/triba-health,
Suplient,Suplient is a software company that provides coaching to therapists and coaches with the help of artificial intelligence support.,https://www.crunchbase.com/organization/suplient,
Naetion,"Marketplace, Digital Workplace, Mobile App, Web3",https://www.crunchbase.com/organization/naetion,
Puzzle,Empowering consumers via social shopping and group buying.,https://www.crunchbase.com/organization/puzzle-196f,
Jurnie,Jurnie is a software development company that provides CRM data tracking and workflow configuration solutions.,https://www.crunchbase.com/organization/jurnie,
Insutex,Insutex is a construction company that focus on sustainability by offering environmental friendly construction materials from textile waste.,https://www.crunchbase.com/organization/insutex,
Momentum,"Momentum is a platform for fashion brands and suppliers company that develops automated data collection, auditing, and compliance solutions.",https://www.crunchbase.com/organization/momentum-da17,
Omics Studio,"Omics Studio is a preclinical study and basic research, enabling the seamless discovery of biomarkers and drug and biological systems.",https://www.crunchbase.com/organization/omics-studio,
Magnet Labs,SaaS subscription management,https://www.crunchbase.com/organization/magnet-labs,
doecos,doecos aids clients in attaining sustainable home heating by helping them plan and manage energy improvements on their property.,https://www.crunchbase.com/organization/doecos,
Partnerful,Partnerful is a partner relationship management platform that coordinates and builds strong relationship with the partner ecosystem.,https://www.crunchbase.com/organization/partnerful,
BetterChoice,"BetterChoice is an independent, holistic and transparent score empowering sustainable behaviour at point of purchase.",https://www.crunchbase.com/organization/betterchoice,
aParent.ly,aParent.ly is a social networking platform that enables parents to connect with other parents for platonic co-parenting partnerships.,https://www.crunchbase.com/organization/aparent-ly,
Elysium Energy,Software tool to analyze feasibility of hydrogen projects,https://www.crunchbase.com/organization/elysium-energy,
Clause Out,Clause Out is an engagement platform that provides data and updates about local government activities and policies for civilians.,https://www.crunchbase.com/organization/clause-out,
Coinzone,Coinzone - The First European Full Stack Bitcoin Solution,https://www.crunchbase.com/organization/coinzone,
Cernel,Cernel is an e-commerce task automation platform that creates innovative solutions for all tedious e-commerce chores.,https://www.crunchbase.com/organization/cernel,
Aisel Health,AI-driven clinical services for psychiatrists,https://www.crunchbase.com/organization/aisel-health,
